nohup: ignoring input
==================================================
训练启动，参数配置如下：
epochs: 1000
patience: 10
lr: 0.001
hidden_dim: 256
out_dim: 128
num_layers: 1
save_path: save/graph_emb
data_path: data/Beijing_community.csv
==================================================
训练结果将保存到: save/graph_emb/2025-09-21_14-23-35
========== 开始训练，共 1000 轮 ==========
Epoch 0, Loss: 14.1638
Epoch 1, Loss: 13.7234
Epoch 2, Loss: 13.2694
Epoch 3, Loss: 12.9019
Epoch 4, Loss: 12.4400
Epoch 5, Loss: 11.6544
Epoch 6, Loss: 10.8348
Epoch 7, Loss: 9.9498
Epoch 8, Loss: 9.2490
Epoch 9, Loss: 8.7249
Epoch 10, Loss: 8.3458
Epoch 11, Loss: 7.8820
Epoch 12, Loss: 7.4107
Epoch 13, Loss: 7.0197
Epoch 14, Loss: 6.5824
Epoch 15, Loss: 6.2707
Epoch 16, Loss: 5.9495
Epoch 17, Loss: 5.6420
Epoch 18, Loss: 5.3550
Epoch 19, Loss: 5.1236
Epoch 20, Loss: 4.9018
Epoch 21, Loss: 4.7024
Epoch 22, Loss: 4.5251
Epoch 23, Loss: 4.3665
Epoch 24, Loss: 4.2101
Epoch 25, Loss: 4.0666
Epoch 26, Loss: 3.9239
Epoch 27, Loss: 3.7726
Epoch 28, Loss: 3.6407
Epoch 29, Loss: 3.5186
Epoch 30, Loss: 3.3965
Epoch 31, Loss: 3.2815
Epoch 32, Loss: 3.1792
Epoch 33, Loss: 3.0839
Epoch 34, Loss: 2.9913
Epoch 35, Loss: 2.9087
Epoch 36, Loss: 2.8233
Epoch 37, Loss: 2.7436
Epoch 38, Loss: 2.6751
Epoch 39, Loss: 2.6093
Epoch 40, Loss: 2.5447
Epoch 41, Loss: 2.4923
Epoch 42, Loss: 2.4431
Epoch 43, Loss: 2.3983
Epoch 44, Loss: 2.3568
Epoch 45, Loss: 2.3162
Epoch 46, Loss: 2.2758
Epoch 47, Loss: 2.2370
Epoch 48, Loss: 2.1997
Epoch 49, Loss: 2.1640
Epoch 50, Loss: 2.1308
Epoch 51, Loss: 2.0986
Epoch 52, Loss: 2.0669
Epoch 53, Loss: 2.0367
Epoch 54, Loss: 2.0082
Epoch 55, Loss: 1.9798
Epoch 56, Loss: 1.9521
Epoch 57, Loss: 1.9263
Epoch 58, Loss: 1.9023
Epoch 59, Loss: 1.8783
Epoch 60, Loss: 1.8546
Epoch 61, Loss: 1.8362
