nohup: ignoring input
==================================================
训练启动，参数配置如下：
epochs: 1000
patience: 10
lr: 0.001
hidden_dim: 256
out_dim: 128
num_layers: 3
save_path: save/graph_emb
data_path: data/Beijing_community.csv
==================================================
训练结果将保存到: save/graph_emb/2025-09-21_14-26-06
========== 开始训练，共 1000 轮 ==========
Epoch 0, Loss: 14.0851
Epoch 1, Loss: 13.6196
Epoch 2, Loss: 13.4271
Epoch 3, Loss: 12.9594
Epoch 4, Loss: 12.2865
Epoch 5, Loss: 11.5279
Epoch 6, Loss: 11.1390
Epoch 7, Loss: 10.2244
Epoch 8, Loss: 9.7205
Epoch 9, Loss: 9.1664
Epoch 10, Loss: 8.8339
Epoch 11, Loss: 8.5016
Epoch 12, Loss: 8.2658
Epoch 13, Loss: 7.7655
Epoch 14, Loss: 7.4163
Epoch 15, Loss: 7.1179
Epoch 16, Loss: 6.8033
Epoch 17, Loss: 6.5343
Epoch 18, Loss: 6.2980
Epoch 19, Loss: 6.0710
Epoch 20, Loss: 5.8571
Epoch 21, Loss: 5.6620
Epoch 22, Loss: 5.4930
Epoch 23, Loss: 5.3400
Epoch 24, Loss: 5.1936
Epoch 25, Loss: 5.0729
Epoch 26, Loss: 4.9058
Epoch 27, Loss: 4.7872
Epoch 28, Loss: 4.6413
Epoch 29, Loss: 4.5247
Epoch 30, Loss: 4.3939
Epoch 31, Loss: 4.2770
Epoch 32, Loss: 4.1541
Epoch 33, Loss: 4.0470
Epoch 34, Loss: 3.9358
Epoch 35, Loss: 3.8320
Epoch 36, Loss: 3.7218
Epoch 37, Loss: 3.6335
Epoch 38, Loss: 3.5406
Epoch 39, Loss: 3.4544
Epoch 40, Loss: 3.3670
Epoch 41, Loss: 3.2990
Epoch 42, Loss: 3.2289
Epoch 43, Loss: 3.1713
Epoch 44, Loss: 3.1106
Epoch 45, Loss: 3.0530
Epoch 46, Loss: 2.9944
Epoch 47, Loss: 2.9441
Epoch 48, Loss: 2.8903
Epoch 49, Loss: 2.8394
Epoch 50, Loss: 2.7897
Epoch 51, Loss: 2.7429
Epoch 52, Loss: 2.6980
Epoch 53, Loss: 2.6557
Epoch 54, Loss: 2.6126
Epoch 55, Loss: 2.5725
Epoch 56, Loss: 2.5325
Epoch 57, Loss: 2.4953
Epoch 58, Loss: 2.4620
Epoch 59, Loss: 2.4337
Epoch 60, Loss: 2.4186
Epoch 61, Loss: 2.3898
Epoch 62, Loss: 2.3408
Epoch 63, Loss: 2.3222
Epoch 64, Loss: 2.3042
Epoch 65, Loss: 2.2705
Epoch 66, Loss: 2.2484
Epoch 67, Loss: 2.2246
Epoch 68, Loss: 2.2019
Epoch 69, Loss: 2.1821
