nohup: ignoring input
==================================================
训练启动，参数配置如下：
epochs: 1000
patience: 10
lr: 0.001
hidden_dim: 256
out_dim: 128
num_layers: 2
save_path: save/graph_emb
data_path: data/Beijing_community.csv
==================================================
训练结果将保存到: save/graph_emb/2025-07-29_10-54-34
========== 开始训练，共 1000 轮 ==========
Epoch 0, Loss: 9.1329, Best: 9.1329
Epoch 1, Loss: 9.4598, Best: 9.1329
Epoch 2, Loss: 8.7489, Best: 8.7489
Epoch 3, Loss: 8.7050, Best: 8.7050
Epoch 4, Loss: 8.5599, Best: 8.5599
Epoch 5, Loss: 8.4073, Best: 8.4073
Epoch 6, Loss: 8.2241, Best: 8.2241
Epoch 7, Loss: 7.9026, Best: 7.9026
Epoch 8, Loss: 7.5393, Best: 7.5393
Epoch 9, Loss: 7.0732, Best: 7.0732
Epoch 10, Loss: 6.4857, Best: 6.4857
Epoch 11, Loss: 5.8288, Best: 5.8288
Epoch 12, Loss: 5.4937, Best: 5.4937
Epoch 13, Loss: 5.1808, Best: 5.1808
Epoch 14, Loss: 4.9312, Best: 4.9312
Epoch 15, Loss: 4.6960, Best: 4.6960
Epoch 16, Loss: 4.4067, Best: 4.4067
Epoch 17, Loss: 4.1340, Best: 4.1340
Epoch 18, Loss: 3.9115, Best: 3.9115
Epoch 19, Loss: 3.7298, Best: 3.7298
Epoch 20, Loss: 3.5653, Best: 3.5653
Epoch 21, Loss: 3.4092, Best: 3.4092
Epoch 22, Loss: 3.2670, Best: 3.2670
Epoch 23, Loss: 3.1150, Best: 3.1150
Epoch 24, Loss: 2.9896, Best: 2.9896
Epoch 25, Loss: 2.8718, Best: 2.8718
Epoch 26, Loss: 2.7685, Best: 2.7685
Epoch 27, Loss: 2.6767, Best: 2.6767
Epoch 28, Loss: 2.5894, Best: 2.5894
Epoch 29, Loss: 2.5008, Best: 2.5008
Epoch 30, Loss: 2.4093, Best: 2.4093
Epoch 31, Loss: 2.3147, Best: 2.3147
Epoch 32, Loss: 2.2260, Best: 2.2260
Epoch 33, Loss: 2.1531, Best: 2.1531
Epoch 34, Loss: 2.0865, Best: 2.0865
Epoch 35, Loss: 2.0219, Best: 2.0219
Epoch 36, Loss: 1.9601, Best: 1.9601
Epoch 37, Loss: 1.8980, Best: 1.8980
Epoch 38, Loss: 1.8381, Best: 1.8381
Epoch 39, Loss: 1.7801, Best: 1.7801
Epoch 40, Loss: 1.7268, Best: 1.7268
Epoch 41, Loss: 1.6839, Best: 1.6839
Epoch 42, Loss: 1.6429, Best: 1.6429
Epoch 43, Loss: 1.6038, Best: 1.6038
Epoch 44, Loss: 1.5671, Best: 1.5671
Epoch 45, Loss: 1.5322, Best: 1.5322
Epoch 46, Loss: 1.4968, Best: 1.4968
Epoch 47, Loss: 1.4642, Best: 1.4642
Epoch 48, Loss: 1.4324, Best: 1.4324
Epoch 49, Loss: 1.4014, Best: 1.4014
